Truck ID: Truck_1
Total Weight: 799.6000000000005
Total Profit: 1287.0
Total Penalty: -86.0
Packages: 261
Package ID     Weight         Profit         Deadline       
2241349601.0   3.40           5.00           6.0            
2241325621.0   5.80           8.00           6.0            
2241335992.0   6.00           7.00           6.0            
2241323692.0   2.10           6.00           5.0            
2241325372.0   0.90           1.00           6.0            
2241338935.0   0.80           6.00           4.0            
2241356320.0   4.80           9.00           6.0            
2241325402.0   0.30           5.00           1.0            
2241334493.0   11.90          4.00           3.0            
2241344043.0   0.20           3.00           2.0            
2241342518.0   0.30           3.00           5.0            
2241340864.0   4.00           6.00           3.0            
2241351580.0   2.30           6.00           3.0            
2241340670.0   2.60           4.00           7.0            
2241335166.0   5.40           8.00           8.0            
2241335139.0   0.40           3.00           2.0            
2241326498.0   0.10           5.00           4.0            
2241336195.0   4.80           9.00           9.0            
2241323415.0   2.60           4.00           9.0            
2241354843.0   0.10           7.00           5.0            
2241356638.0   2.20           8.00           6.0            
2241324933.0   0.30           6.00           2.0            
2241340291.0   0.30           5.00           7.0            
2241335584.0   11.10          1.00           6.0            
2241348406.0   5.10           9.00           5.0            
2241353899.0   4.00           4.00           6.0            
2241343465.0   0.20           6.00           3.0            
2241325366.0   2.80           5.00           6.0            
2241354792.0   7.80           8.00           5.0            
2241337299.0   0.70           3.00           -3.0           
2241357467.0   3.50           9.00           9.0            
2241351762.0   0.90           7.00           0.0            
2241345781.0   8.00           8.00           9.0            
2241352403.0   0.90           6.00           9.0            
2241338545.0   0.40           4.00           1.0            
2241355435.0   3.10           4.00           6.0            
2241344422.0   0.90           2.00           0.0            
2241324323.0   10.60          7.00           3.0            
2241331825.0   0.50           3.00           -2.0           
2241332607.0   1.90           3.00           2.0            
2241329274.0   3.20           8.00           8.0            
2241347778.0   0.40           5.00           1.0            
2241329652.0   0.60           7.00           5.0            
2241348547.0   2.00           3.00           8.0            
2241352359.0   0.70           4.00           5.0            
2241341065.0   0.60           4.00           4.0            
2241330754.0   5.10           2.00           9.0            
2241348884.0   2.30           4.00           1.0            
2241325280.0   4.90           1.00           1.0            
2241330893.0   7.30           6.00           4.0            
2241329670.0   6.20           9.00           8.0            
2241334251.0   2.40           4.00           9.0            
2241326296.0   8.30           8.00           3.0            
2241353372.0   0.50           5.00           0.0            
2241339911.0   0.10           8.00           8.0            
2241325509.0   1.20           3.00           7.0            
2241329386.0   6.00           7.00           7.0            
2241347972.0   2.40           3.00           9.0            
2241341629.0   7.60           4.00           6.0            
2241348959.0   0.20           4.00           -5.0           
2241333605.0   5.60           1.00           4.0            
2241327383.0   7.10           7.00           1.0            
2241341788.0   0.40           5.00           1.0            
2241344961.0   3.30           4.00           2.0            
2241325190.0   1.00           3.00           6.0            
2241328691.0   4.20           6.00           7.0            
2241348648.0   1.90           2.00           8.0            
2241333305.0   2.80           6.00           5.0            
2241354405.0   0.20           4.00           8.0            
2241329621.0   2.20           5.00           9.0            
2241336503.0   2.60           4.00           5.0            
2241351731.0   0.40           4.00           8.0            
2241332899.0   4.00           5.00           9.0            
2241357295.0   10.80          7.00           3.0            
2241350354.0   0.20           4.00           -2.0           
2241353670.0   5.20           6.00           -3.0           
2241349408.0   3.00           9.00           3.0            
2241329328.0   0.10           5.00           0.0            
2241345530.0   0.50           2.00           5.0            
2241356844.0   2.00           5.00           7.0            
2241333706.0   8.00           5.00           -2.0           
2241335531.0   0.40           5.00           4.0            
2241327001.0   1.00           6.00           1.0            
2241355633.0   1.10           9.00           7.0            
2241355949.0   10.30          8.00           2.0            
2241341506.0   2.90           6.00           5.0            
2241334466.0   0.50           6.00           2.0            
2241349831.0   6.30           6.00           -3.0           
2241338179.0   0.20           6.00           2.0            
2241351869.0   6.80           1.00           5.0            
2241348691.0   0.10           6.00           7.0            
2241334527.0   8.10           8.00           4.0            
2241351859.0   3.00           6.00           0.0            
2241353448.0   0.80           5.00           7.0            
2241348003.0   2.90           8.00           8.0            
2241346664.0   3.60           3.00           7.0            
2241324563.0   2.40           2.00           2.0            
2241346646.0   1.40           4.00           7.0            
2241349612.0   2.10           7.00           4.0            
2241343517.0   7.20           4.00           6.0            
2241324297.0   8.80           2.00           2.0            
2241354675.0   7.10           3.00           0.0            
2241357709.0   5.10           1.00           2.0            
2241357285.0   5.80           6.00           9.0            
2241358196.0   2.10           5.00           7.0            
2241332689.0   11.00          4.00           5.0            
2241327993.0   0.60           4.00           2.0            
2241335899.0   4.50           7.00           2.0            
2241339213.0   0.20           4.00           5.0            
2241328328.0   5.10           3.00           5.0            
2241348277.0   2.10           7.00           1.0            
2241349344.0   1.10           4.00           9.0            
2241349996.0   5.50           8.00           2.0            
2241335756.0   0.30           5.00           3.0            
2241349758.0   0.40           5.00           2.0            
2241354871.0   7.40           9.00           7.0            
2241346900.0   0.20           4.00           8.0            
2241352238.0   4.80           8.00           4.0            
2241336075.0   3.70           5.00           1.0            
2241349972.0   1.90           7.00           1.0            
2241348334.0   3.20           8.00           3.0            
2241337409.0   0.20           8.00           3.0            
2241325297.0   1.20           6.00           3.0            
2241331690.0   2.90           6.00           3.0            
2241345172.0   0.30           5.00           1.0            
2241348685.0   11.30          9.00           3.0            
2241327539.0   5.40           3.00           4.0            
2241351737.0   1.20           2.00           1.0            
2241336740.0   2.10           3.00           6.0            
2241354547.0   2.50           4.00           4.0            
2241326198.0   1.10           9.00           2.0            
2241329776.0   0.30           1.00           4.0            
2241344565.0   2.00           9.00           4.0            
2241346364.0   0.30           5.00           7.0            
2241343370.0   0.60           6.00           6.0            
2241327927.0   2.90           7.00           6.0            
2241356628.0   10.10          7.00           7.0            
2241343403.0   0.10           9.00           5.0            
2241336584.0   0.80           8.00           3.0            
2241338898.0   5.70           4.00           8.0            
2241349526.0   1.80           6.00           9.0            
2241354329.0   1.60           4.00           8.0            
2241355292.0   10.80          8.00           8.0            
2241344255.0   4.50           7.00           4.0            
2241336567.0   4.40           8.00           1.0            
2241358004.0   9.50           7.00           9.0            
2241334078.0   0.50           1.00           4.0            
2241334447.0   1.70           5.00           4.0            
2241340221.0   0.20           8.00           2.0            
2241335267.0   2.40           4.00           5.0            
2241328781.0   10.00          6.00           8.0            
2241334262.0   10.50          8.00           4.0            
2241323304.0   4.60           2.00           2.0            
2241351877.0   0.30           4.00           9.0            
2241339510.0   3.70           4.00           -2.0           
2241344198.0   0.20           3.00           3.0            
2241340241.0   2.20           5.00           5.0            
2241326349.0   6.50           7.00           3.0            
2241330820.0   0.70           6.00           3.0            
2241323839.0   4.20           4.00           7.0            
2241338065.0   2.50           1.00           1.0            
2241357888.0   0.30           6.00           2.0            
2241344704.0   0.90           4.00           9.0            
2241339896.0   2.10           4.00           5.0            
2241332306.0   0.30           4.00           0.0            
2241341475.0   0.30           3.00           3.0            
2241329888.0   1.20           5.00           3.0            
2241354501.0   1.10           5.00           5.0            
2241325042.0   0.70           3.00           6.0            
2241324634.0   1.20           6.00           8.0            
2241329633.0   2.60           7.00           3.0            
2241355338.0   6.20           9.00           9.0            
2241326792.0   2.60           5.00           7.0            
2241341967.0   2.30           4.00           8.0            
2241346853.0   2.40           9.00           1.0            
2241328877.0   4.60           2.00           0.0            
2241330198.0   0.40           6.00           7.0            
2241325122.0   0.50           8.00           6.0            
2241356489.0   8.40           3.00           4.0            
2241355056.0   2.10           8.00           6.0            
2241344803.0   4.20           6.00           4.0            
2241349684.0   2.90           6.00           7.0            
2241327952.0   2.00           3.00           9.0            
2241340925.0   0.10           8.00           0.0            
2241354835.0   9.20           3.00           0.0            
2241338210.0   3.00           8.00           0.0            
2241330028.0   2.20           4.00           7.0            
2241344588.0   0.40           4.00           2.0            
2241351630.0   1.00           3.00           5.0            
2241332471.0   6.30           6.00           7.0            
2241333532.0   0.50           1.00           3.0            
2241353311.0   1.90           6.00           0.0            
2241338934.0   3.40           5.00           0.0            
2241335238.0   6.30           3.00           6.0            
2241346401.0   1.70           3.00           9.0            
2241330283.0   3.80           1.00           5.0            
2241329774.0   0.40           4.00           8.0            
2241332567.0   11.00          6.00           1.0            
2241355423.0   10.60          7.00           8.0            
2241349834.0   3.40           2.00           9.0            
2241335120.0   0.20           5.00           2.0            
2241331357.0   0.20           5.00           5.0            
2241326028.0   0.40           8.00           5.0            
2241347676.0   0.80           8.00           5.0            
2241354101.0   0.30           5.00           8.0            
2241351004.0   0.10           8.00           1.0            
2241335399.0   0.20           5.00           3.0            
2241355177.0   0.40           6.00           2.0            

Truck ID: Truck_2
Total Weight: 799.9000000000003
Total Profit: 1227.0
Total Penalty: -99.0
Packages: 255
Package ID     Weight         Profit         Deadline       
------------------------------------------------------------
2241354157.0   0.10           4.00           0.0            
2241356100.0   5.90           1.00           1.0            
2241346735.0   3.60           8.00           0.0            
2241347288.0   7.70           2.00           0.0            
2241323974.0   1.80           6.00           8.0            
2241348441.0   1.60           8.00           4.0            
2241348184.0   8.50           9.00           7.0            
2241344617.0   1.80           1.00           2.0            
2241328305.0   0.40           5.00           9.0            
2241351270.0   0.70           2.00           2.0            
2241327336.0   1.40           7.00           2.0            
2241349111.0   0.50           5.00           3.0            
2241356250.0   1.20           9.00           7.0            
2241329600.0   5.40           7.00           3.0            
2241353090.0   6.30           9.00           8.0            
2241326451.0   2.50           2.00           9.0            
2241331813.0   2.90           4.00           4.0            
2241337027.0   1.50           7.00           7.0            
2241352509.0   0.30           8.00           9.0            
2241353023.0   0.80           3.00           2.0            
2241357043.0   0.10           8.00           7.0            
2241326685.0   2.30           4.00           6.0            
2241326227.0   6.10           7.00           3.0            
2241327324.0   3.90           7.00           6.0            
2241328598.0   0.20           5.00           2.0            
2241345470.0   4.40           3.00           6.0            
2241332723.0   10.60          8.00           0.0            
2241354648.0   0.70           6.00           8.0            
2241354656.0   0.20           9.00           -3.0           
2241334982.0   0.10           5.00           6.0            
2241354787.0   1.40           5.00           9.0            
2241335023.0   3.20           1.00           -1.0           
2241326965.0   1.40           8.00           5.0            
2241326796.0   1.90           5.00           2.0            
2241332549.0   7.00           9.00           1.0            
2241330114.0   8.60           8.00           2.0            
2241329980.0   8.20           5.00           1.0            
2241335848.0   10.20          3.00           0.0            
2241344448.0   0.70           8.00           1.0            
2241352013.0   0.60           4.00           -4.0           
2241357036.0   8.10           8.00           7.0            
2241344410.0   3.00           3.00           3.0            
2241346519.0   1.90           5.00           3.0            
2241353773.0   0.10           5.00           7.0            
2241346061.0   5.00           7.00           3.0            
2241346015.0   1.20           5.00           6.0            
2241324969.0   1.80           5.00           1.0            
2241328309.0   4.10           8.00           3.0            
2241351617.0   0.90           9.00           0.0            
2241356154.0   2.00           4.00           4.0            
2241332434.0   8.00           9.00           9.0            
2241358010.0   0.40           3.00           8.0            
2241340477.0   0.40           6.00           0.0            
2241334823.0   0.20           2.00           5.0            
2241334878.0   2.80           6.00           9.0            
2241355491.0   1.50           7.00           -3.0           
2241340643.0   1.50           8.00           1.0            
2241351782.0   2.10           2.00           0.0            
2241325153.0   1.50           7.00           0.0            
2241336413.0   5.50           7.00           2.0            
2241337458.0   1.80           4.00           2.0            
2241337860.0   1.70           6.00           8.0            
2241350177.0   4.50           7.00           0.0            
2241324950.0   1.90           4.00           4.0            
2241325066.0   5.80           7.00           3.0            
2241325674.0   0.40           4.00           5.0            
2241356774.0   0.50           5.00           9.0            
2241351808.0   1.30           6.00           3.0            
2241329547.0   2.00           4.00           0.0            
2241344896.0   0.20           1.00           0.0            
2241328626.0   1.60           4.00           6.0            
2241348039.0   5.00           3.00           7.0            
2241343085.0   8.40           9.00           2.0            
2241333166.0   2.20           8.00           5.0            
2241328592.0   4.30           5.00           4.0            
2241344283.0   0.40           7.00           8.0            
2241350488.0   2.90           6.00           3.0            
2241345702.0   8.50           9.00           9.0            
2241334519.0   0.30           6.00           8.0            
2241327612.0   8.50           9.00           2.0            
2241330623.0   1.00           6.00           4.0            
2241335979.0   2.90           3.00           5.0            
2241327884.0   8.40           6.00           9.0            
2241338604.0   2.90           6.00           9.0            
2241338662.0   5.60           7.00           0.0            
2241341238.0   9.30           8.00           3.0            
2241350656.0   2.30           4.00           7.0            
2241344771.0   2.30           6.00           9.0            
2241356404.0   0.90           6.00           9.0            
2241357698.0   2.30           4.00           3.0            
2241341251.0   0.80           6.00           2.0            
2241337364.0   5.60           9.00           4.0            
2241324040.0   11.00          8.00           3.0            
2241333659.0   0.80           5.00           5.0            
2241343006.0   8.80           5.00           6.0            
2241350051.0   3.80           2.00           3.0            
2241330768.0   5.50           3.00           6.0            
2241329542.0   3.90           6.00           3.0            
2241338239.0   4.20           8.00           -4.0           
2241343818.0   1.60           7.00           4.0            
2241346950.0   5.70           1.00           0.0            
2241323168.0   1.50           3.00           9.0            
2241325755.0   0.20           4.00           2.0            
2241349695.0   7.90           8.00           4.0            
2241324253.0   6.20           9.00           7.0            
2241337284.0   4.70           9.00           3.0            
2241326624.0   0.10           2.00           -1.0           
2241347681.0   8.20           4.00           2.0            
2241330931.0   3.00           3.00           6.0            
2241336622.0   0.30           2.00           0.0            
2241356485.0   9.80           7.00           1.0            
2241358003.0   5.20           3.00           5.0            
2241355075.0   0.30           5.00           7.0            
2241334224.0   6.20           8.00           4.0            
2241336911.0   1.70           4.00           7.0            
2241348904.0   1.30           1.00           1.0            
2241342868.0   3.00           2.00           2.0            
2241329408.0   0.80           7.00           2.0            
2241339761.0   0.30           4.00           2.0            
2241324485.0   5.90           1.00           5.0            
2241324180.0   9.10           5.00           6.0            
2241354145.0   0.30           2.00           0.0            
2241337009.0   2.50           3.00           0.0            
2241337801.0   0.30           4.00           1.0            
2241351732.0   3.50           3.00           1.0            
2241330466.0   2.50           3.00           1.0            
2241329844.0   3.60           9.00           5.0            
2241349131.0   0.10           5.00           -4.0           
2241329164.0   0.10           9.00           3.0            
2241344306.0   0.60           5.00           2.0            
2241352029.0   0.30           5.00           7.0            
2241323579.0   1.30           4.00           9.0            
2241350278.0   0.50           9.00           6.0            
2241325411.0   5.40           3.00           6.0            
2241355514.0   0.50           4.00           7.0            
2241329517.0   3.50           4.00           6.0            
2241355372.0   1.10           8.00           4.0            
2241325938.0   0.50           4.00           2.0            
2241330725.0   7.00           5.00           4.0            
2241355410.0   4.10           6.00           3.0            
2241329790.0   2.50           6.00           0.0            
2241325815.0   0.50           9.00           4.0            
2241334850.0   0.70           4.00           1.0            
2241347508.0   8.10           7.00           8.0            
2241334637.0   3.00           8.00           7.0            
2241327306.0   5.10           2.00           3.0            
2241326379.0   8.40           3.00           -2.0           
2241347966.0   0.30           9.00           7.0            
2241336464.0   1.30           4.00           3.0            
2241355385.0   8.10           2.00           3.0            
2241343157.0   1.00           4.00           8.0            
2241346865.0   11.70          4.00           6.0            
2241336330.0   4.40           1.00           2.0            
2241345482.0   0.40           6.00           6.0            
2241327417.0   5.40           1.00           5.0            
2241357552.0   5.90           5.00           -1.0           
2241342284.0   1.70           4.00           2.0            
2241344287.0   4.10           2.00           7.0            
2241324426.0   3.10           5.00           4.0            
2241324654.0   6.00           6.00           3.0            
2241334327.0   5.00           5.00           5.0            
2241340682.0   0.40           9.00           6.0            
2241335162.0   7.40           5.00           3.0            
2241343453.0   5.80           5.00           4.0            
2241350531.0   0.10           4.00           1.0            
2241354241.0   11.30          7.00           1.0            
2241353409.0   0.20           6.00           2.0            
2241326946.0   8.40           4.00           2.0            
2241324938.0   2.20           3.00           3.0            
2241346525.0   0.10           3.00           3.0            
2241355189.0   1.60           7.00           8.0            
2241340465.0   2.60           3.00           0.0            
2241343470.0   3.00           2.00           5.0            
2241337869.0   1.50           3.00           2.0            
2241344916.0   2.70           9.00           7.0            
2241351744.0   0.60           6.00           3.0            
2241357486.0   5.20           9.00           8.0            
2241352377.0   4.40           3.00           2.0            
2241325656.0   0.10           3.00           4.0            
2241331769.0   1.40           5.00           6.0            
2241349035.0   9.60           1.00           1.0            
2241331849.0   1.10           3.00           8.0            
2241341691.0   2.30           4.00           2.0            
2241334281.0   1.70           7.00           9.0            
2241344973.0   0.20           6.00           2.0            
2241343775.0   0.20           3.00           3.0            
2241351939.0   9.80           7.00           1.0            
2241348253.0   4.30           3.00           -3.0           
2241341912.0   0.40           4.00           6.0            
2241329701.0   5.00           9.00           8.0            
2241327210.0   0.40           4.00           3.0            
2241342397.0   11.10          8.00           0.0            
2241332338.0   0.20           3.00           1.0            
2241348090.0   1.70           2.00           6.0            
2241327092.0   2.50           5.00           8.0            
2241342041.0   0.50           8.00           0.0            
2241328492.0   0.50           5.00           1.0            
2241344836.0   2.80           6.00           9.0            
2241350876.0   1.90           3.00           5.0            
2241327420.0   6.80           6.00           6.0            
2241352660.0   6.50           3.00           5.0            
2241324584.0   2.30           7.00           2.0            
2241323495.0   0.50           7.00           7.0            
2241337346.0   0.10           8.00           2.0            
2241338101.0   8.10           6.00           -2.0           
2241349225.0   1.80           3.00           8.0            
2241348318.0   0.90           6.00           8.0            
2241355127.0   5.50           3.00           8.0            
2241349218.0   2.50           2.00           3.0            
2241327968.0   3.50           6.00           0.0            
2241342232.0   0.70           6.00           5.0            
2241356966.0   0.60           4.00           1.0            
2241356849.0   10.50          6.00           8.0            
2241340954.0   10.80          4.00           8.0            
2241336135.0   7.80           8.00           3.0            
2241323899.0   0.90           3.00           6.0            
2241337858.0   0.40           3.00           9.0            
2241356333.0   2.00           3.00           1.0            
2241323940.0   2.20           5.00           8.0            
2241350862.0   3.70           8.00           4.0            
2241352616.0   2.40           3.00           5.0            
2241355118.0   7.40           8.00           -3.0           
2241329195.0   0.30           3.00           5.0            
2241342807.0   0.40           3.00           8.0            
2241357403.0   0.10           5.00           5.0            
2241335104.0   4.20           7.00           6.0            
2241327858.0   5.10           8.00           2.0            
2241330735.0   0.40           5.00           3.0            
2241326719.0   0.20           6.00           4.0            
2241336139.0   1.00           6.00           4.0            
2241355555.0   0.50           4.00           5.0            
2241328980.0   1.60           4.00           5.0            
2241343929.0   4.50           4.00           2.0            
2241352255.0   2.40           9.00           -2.0           
2241351887.0   1.30           3.00           9.0            
2241335208.0   7.40           3.00           2.0            
2241354335.0   4.00           4.00           1.0            
2241345652.0   1.90           6.00           5.0            
2241340549.0   2.00           6.00           4.0            
2241333288.0   0.40           5.00           5.0            
2241335227.0   1.60           6.00           0.0            
2241333792.0   5.60           4.00           3.0            
2241348763.0   2.30           1.00           4.0            
2241342610.0   2.80           9.00           4.0            
2241338688.0   1.90           3.00           6.0            
2241331461.0   6.60           1.00           3.0            
2241347821.0   0.20           3.00           0.0            
2241350526.0   0.60           5.00           0.0            
2241334839.0   1.50           6.00           8.0            
2241343214.0   0.40           8.00           9.0            
2241350315.0   0.80           9.00           4.0            
2241337107.0   2.00           4.00           6.0            
2241342581.0   1.20           8.00           4.0            
2241347791.0   0.20           1.00           0.0            
2241352748.0   0.80           8.00           0.0            

Truck ID: Truck_3
Total Weight: 799.9000000000004
Total Profit: 1020.0
Total Penalty: -188.0
Packages: 239
Package ID     Weight         Profit         Deadline       
------------------------------------------------------------
2241339511.0   11.20          3.00           8.0            
2241326853.0   3.20           6.00           6.0            
2241339299.0   0.50           6.00           7.0            
2241326018.0   1.40           8.00           7.0            
2241329176.0   0.90           5.00           3.0            
2241330377.0   2.40           3.00           8.0            
2241324786.0   0.30           3.00           7.0            
2241356865.0   7.80           8.00           5.0            
2241346412.0   0.80           6.00           3.0            
2241353879.0   6.30           8.00           5.0            
2241348738.0   0.80           6.00           1.0            
2241338794.0   2.50           4.00           9.0            
2241327905.0   1.00           3.00           2.0            
2241353973.0   0.30           5.00           6.0            
2241354031.0   1.30           6.00           1.0            
2241327264.0   6.00           3.00           4.0            
2241329448.0   0.40           4.00           9.0            
2241350189.0   0.20           6.00           7.0            
2241337318.0   2.00           4.00           8.0            
2241354272.0   2.00           4.00           0.0            
2241326312.0   3.60           5.00           3.0            
2241343932.0   5.70           2.00           5.0            
2241333911.0   1.10           5.00           1.0            
2241337279.0   1.80           3.00           1.0            
2241347145.0   2.40           3.00           5.0            
2241352932.0   9.00           1.00           -3.0           
2241349375.0   7.20           3.00           3.0            
2241337291.0   0.40           9.00           6.0            
2241352735.0   5.40           7.00           -1.0           
2241345896.0   9.40           9.00           5.0            
2241336893.0   1.10           3.00           9.0            
2241354293.0   0.30           5.00           3.0            
2241326743.0   2.10           6.00           9.0            
2241336319.0   1.80           4.00           5.0            
2241337945.0   0.70           6.00           1.0            
2241355890.0   1.10           4.00           9.0            
2241337739.0   5.20           7.00           2.0            
2241341983.0   0.10           4.00           3.0            
2241346490.0   7.00           2.00           1.0            
2241344610.0   2.40           5.00           0.0            
2241332117.0   0.20           6.00           4.0            
2241332266.0   1.80           7.00           8.0            
2241344911.0   2.10           6.00           9.0            
2241333580.0   11.40          9.00           1.0            
2241353331.0   7.80           3.00           0.0            
2241334759.0   0.10           5.00           4.0            
2241341405.0   4.90           6.00           6.0            
2241357668.0   1.50           9.00           1.0            
2241333135.0   0.10           6.00           4.0            
2241328509.0   2.60           5.00           8.0            
2241338068.0   0.40           5.00           1.0            
2241354912.0   8.60           6.00           5.0            
2241342654.0   0.50           5.00           6.0            
2241333313.0   2.30           6.00           3.0            
2241337815.0   10.40          2.00           6.0            
2241335445.0   7.20           3.00           9.0            
2241355576.0   7.90           3.00           6.0            
2241343178.0   1.90           6.00           0.0            
2241333440.0   0.20           4.00           5.0            
2241336556.0   4.00           7.00           0.0            
2241348359.0   2.30           5.00           7.0            
2241327737.0   1.70           3.00           8.0            
2241324352.0   1.40           3.00           8.0            
2241323610.0   1.30           5.00           1.0            
2241330435.0   1.50           3.00           3.0            
2241331777.0   0.60           5.00           5.0            
2241332291.0   1.30           7.00           3.0            
2241331159.0   10.90          1.00           3.0            
2241351825.0   2.30           8.00           6.0            
2241349404.0   1.60           6.00           5.0            
2241344394.0   0.50           5.00           0.0            
2241344584.0   6.60           5.00           6.0            
2241343964.0   0.70           2.00           2.0            
2241332343.0   1.40           6.00           6.0            
2241338316.0   3.70           8.00           4.0            
2241335009.0   0.20           6.00           9.0            
2241351435.0   6.30           5.00           2.0            
2241324299.0   0.60           7.00           6.0            
2241351787.0   0.90           9.00           5.0            
2241354904.0   6.40           5.00           2.0            
2241336894.0   8.80           1.00           2.0            
2241353810.0   0.50           4.00           0.0            
2241345041.0   6.40           6.00           9.0            
2241323778.0   0.60           2.00           1.0            
2241332563.0   11.60          6.00           2.0            
2241356256.0   7.90           2.00           5.0            
2241349847.0   0.80           7.00           5.0            
2241351084.0   1.80           9.00           7.0            
2241338397.0   1.80           5.00           4.0            
2241323652.0   3.30           6.00           5.0            
2241353583.0   1.40           5.00           5.0            
2241328964.0   2.80           9.00           2.0            
2241338714.0   1.00           3.00           7.0            
2241345965.0   3.40           8.00           7.0            
2241329906.0   1.30           5.00           6.0            
2241354586.0   2.20           4.00           1.0            
2241325702.0   5.90           4.00           6.0            
2241354579.0   9.10           3.00           8.0            
2241345166.0   1.70           8.00           2.0            
2241348680.0   4.60           4.00           -1.0           
2241350555.0   8.30           9.00           -2.0           
2241336076.0   6.20           4.00           -2.0           
2241349533.0   10.50          9.00           7.0            
2241332179.0   11.20          6.00           8.0            
2241331186.0   0.50           3.00           6.0            
2241342231.0   7.80           6.00           1.0            
2241331400.0   7.40           1.00           7.0            
2241336936.0   2.50           5.00           3.0            
2241331751.0   7.60           7.00           6.0            
2241350543.0   1.10           2.00           -3.0           
2241338832.0   0.10           2.00           4.0            
2241343150.0   11.50          7.00           9.0            
2241337707.0   7.60           1.00           8.0            
2241343317.0   0.90           6.00           7.0            
2241335036.0   0.50           9.00           -2.0           
2241355322.0   4.20           8.00           3.0            
2241353412.0   0.10           1.00           4.0            
2241355264.0   0.30           3.00           4.0            
2241344508.0   1.70           2.00           8.0            
2241351118.0   1.40           6.00           3.0            
2241357323.0   3.40           4.00           -1.0           
2241345167.0   4.90           1.00           0.0            
2241329537.0   4.70           6.00           4.0            
2241354192.0   0.70           3.00           1.0            
2241335408.0   8.20           7.00           4.0            
2241334561.0   10.10          8.00           6.0            
2241341994.0   3.60           7.00           8.0            
2241342575.0   3.80           8.00           5.0            
2241353417.0   0.20           3.00           7.0            
2241351195.0   1.10           8.00           5.0            
2241335172.0   1.20           5.00           6.0            
2241344560.0   4.60           2.00           8.0            
2241340012.0   8.00           1.00           3.0            
2241328159.0   1.70           4.00           4.0            
2241329663.0   1.70           7.00           3.0            
2241348668.0   11.70          4.00           2.0            
2241337156.0   10.50          7.00           3.0            
2241335972.0   4.60           7.00           7.0            
2241325849.0   1.30           3.00           4.0            
2241342141.0   1.60           4.00           7.0            
2241354766.0   0.20           5.00           5.0            
2241350002.0   8.60           6.00           0.0            
2241334520.0   7.90           4.00           8.0            
2241354469.0   1.50           4.00           9.0            
2241326587.0   6.10           6.00           -2.0           
2241347165.0   3.70           5.00           0.0            
2241326258.0   0.10           9.00           -3.0           
2241339063.0   2.10           3.00           5.0            
2241329179.0   0.70           7.00           2.0            
2241337378.0   1.90           8.00           -4.0           
2241342987.0   0.10           5.00           4.0            
2241355429.0   1.30           7.00           8.0            
2241356149.0   1.10           5.00           0.0            
2241337865.0   5.50           6.00           1.0            
2241357823.0   10.80          3.00           0.0            
2241342702.0   5.70           1.00           3.0            
2241331197.0   0.70           1.00           -2.0           
2241348943.0   0.40           5.00           3.0            
2241337152.0   6.40           7.00           0.0            
2241334819.0   0.40           6.00           3.0            
2241336674.0   11.70          6.00           4.0            
2241345519.0   0.20           7.00           1.0            
2241341323.0   2.30           5.00           8.0            
2241324495.0   5.60           5.00           7.0            
2241332407.0   1.70           5.00           3.0            
