Truck ID: Truck_1
Total Weight: 799.5000000000001
Total Profit: 1188.0
Total Penalty: -49.0
Packages: 248
Package ID     Weight         Profit         Deadline       
2241339389.0   1.00           6.00           0.0            
2241346213.0   1.10           6.00           6.0            
2241324299.0   0.60           7.00           6.0            
2241356865.0   7.80           8.00           5.0            
2241339372.0   9.50           9.00           8.0            
2241328662.0   0.50           9.00           2.0            
2241325346.0   0.70           9.00           8.0            
2241341056.0   0.20           8.00           4.0            
2241334028.0   1.90           4.00           7.0            
2241343433.0   10.10          1.00           4.0            
2241347791.0   0.20           1.00           0.0            
2241348738.0   0.80           6.00           1.0            
2241335449.0   0.70           6.00           1.0            
2241350992.0   4.80           3.00           7.0            
2241331648.0   9.50           4.00           8.0            
2241349675.0   0.30           4.00           6.0            
2241353710.0   1.90           4.00           6.0            
2241354681.0   9.90           3.00           9.0            
2241335914.0   7.90           4.00           2.0            
2241331384.0   0.10           8.00           1.0            
2241324201.0   1.10           8.00           8.0            
2241337346.0   0.10           8.00           2.0            
2241356456.0   3.00           8.00           4.0            
2241352898.0   8.30           9.00           7.0            
2241354706.0   2.70           4.00           5.0            
2241349719.0   2.00           3.00           5.0            
2241344760.0   4.40           9.00           0.0            
2241325310.0   10.30          7.00           2.0            
2241345085.0   1.10           4.00           9.0            
2241326930.0   9.80           1.00           3.0            
2241335514.0   6.10           7.00           2.0            
2241335788.0   1.70           3.00           2.0            
2241333313.0   2.30           6.00           3.0            
2241341420.0   8.30           4.00           5.0            
2241343442.0   2.00           4.00           4.0            
2241324422.0   8.30           9.00           0.0            
2241344899.0   9.80           2.00           4.0            
2241341230.0   4.20           6.00           9.0            
2241329299.0   2.50           3.00           7.0            
2241342627.0   2.50           9.00           3.0            
2241333228.0   0.30           3.00           3.0            
2241342654.0   0.50           5.00           6.0            
2241331260.0   6.50           5.00           0.0            
2241338199.0   2.60           1.00           5.0            
2241328964.0   2.80           9.00           2.0            
2241338008.0   1.20           6.00           8.0            
2241336424.0   2.50           3.00           1.0            
2241327681.0   3.60           5.00           3.0            
2241342301.0   0.20           6.00           -1.0           
2241333426.0   6.40           7.00           6.0            
2241340838.0   11.60          6.00           8.0            
2241327449.0   0.30           6.00           1.0            
2241332626.0   0.20           9.00           -1.0           
2241326974.0   2.50           6.00           1.0            
2241325673.0   1.70           3.00           3.0            
2241356677.0   0.90           3.00           9.0            
2241330107.0   2.20           1.00           1.0            
2241337817.0   0.80           7.00           1.0            
2241348266.0   0.90           5.00           4.0            
2241325714.0   3.00           4.00           2.0            
2241329019.0   0.80           2.00           4.0            
2241326079.0   0.70           9.00           7.0            
2241337858.0   0.40           3.00           9.0            
2241348691.0   0.10           6.00           7.0            
2241334988.0   0.90           2.00           1.0            
2241353429.0   6.30           1.00           7.0            
2241340631.0   1.50           4.00           6.0            
2241352068.0   2.90           6.00           7.0            
2241351383.0   1.70           5.00           0.0            
2241333321.0   9.70           6.00           6.0            
2241357194.0   2.00           5.00           5.0            
2241341950.0   0.20           4.00           6.0            
2241328250.0   1.20           6.00           4.0            
2241328706.0   0.80           2.00           1.0            
2241332333.0   0.20           8.00           8.0            
2241338387.0   3.20           1.00           6.0            
2241332844.0   1.20           4.00           2.0            
2241356854.0   11.50          7.00           8.0            
2241325353.0   0.40           6.00           1.0            
2241338626.0   1.50           7.00           2.0            
2241332845.0   0.70           6.00           1.0            
2241334790.0   6.10           6.00           3.0            
2241354219.0   0.60           5.00           4.0            
2241349473.0   1.80           7.00           -1.0           
2241344369.0   0.80           1.00           7.0            
2241332659.0   0.10           3.00           6.0            
2241351154.0   3.30           8.00           7.0            
2241351488.0   3.20           8.00           5.0            
2241357186.0   1.40           1.00           2.0            
2241334947.0   1.10           6.00           3.0            
2241352042.0   1.10           4.00           5.0            
2241342987.0   0.10           5.00           4.0            
2241323813.0   6.80           6.00           0.0            
2241336756.0   6.10           9.00           8.0            
2241350720.0   9.60           3.00           4.0            
2241336791.0   0.50           3.00           4.0            
2241325008.0   8.10           5.00           5.0            
2241337742.0   6.20           1.00           6.0            
2241349210.0   4.20           4.00           9.0            
2241346328.0   8.30           5.00           9.0            
2241328470.0   1.00           2.00           4.0            
2241351592.0   0.40           6.00           2.0            
2241335665.0   5.70           1.00           4.0            
2241352271.0   2.80           5.00           1.0            
2241346294.0   4.30           5.00           3.0            
2241333339.0   7.50           3.00           1.0            
2241346332.0   0.10           1.00           -4.0           
2241329401.0   2.70           5.00           2.0            
2241329492.0   9.80           9.00           7.0            
2241357485.0   2.10           8.00           3.0            
2241344394.0   0.50           5.00           0.0            
2241356610.0   1.40           4.00           9.0            
2241331422.0   5.40           4.00           6.0            
2241346251.0   7.30           1.00           1.0            
2241358004.0   9.50           7.00           9.0            
2241352203.0   3.10           8.00           5.0            

Truck ID: Truck_2
Total Weight: 798.1999999999998
Total Profit: 1099.0
Total Penalty: -88.0
Packages: 232
Package ID     Weight         Profit         Deadline       
------------------------------------------------------------
2241332889.0   1.00           4.00           8.0            
2241353103.0   1.90           5.00           2.0            
2241346878.0   6.30           1.00           5.0            
2241334839.0   1.50           6.00           8.0            
2241335887.0   7.00           7.00           5.0            
2241341551.0   10.30          4.00           4.0            
2241339543.0   2.00           4.00           0.0            
2241348318.0   0.90           6.00           8.0            
2241356620.0   1.50           3.00           1.0            
2241323419.0   2.60           9.00           9.0            
2241323456.0   2.60           6.00           8.0            
2241344921.0   1.80           5.00           4.0            
2241326260.0   5.90           7.00           7.0            
2241343263.0   4.70           7.00           6.0            
2241336075.0   3.70           5.00           1.0            
2241325781.0   6.00           2.00           2.0            
2241329398.0   1.20           4.00           0.0            
2241326223.0   9.10           2.00           3.0            
2241334420.0   1.90           8.00           3.0            
2241329013.0   1.20           2.00           1.0            
2241346417.0   1.50           1.00           -1.0           
2241342117.0   2.40           5.00           8.0            
2241344514.0   3.50           3.00           4.0            
2241328322.0   8.40           5.00           7.0            
2241340925.0   0.10           8.00           0.0            
2241341237.0   0.50           9.00           1.0            
2241326465.0   6.30           9.00           4.0            
2241345911.0   1.50           3.00           5.0            
2241328415.0   8.50           4.00           8.0            
2241349301.0   2.40           4.00           6.0            
2241329123.0   7.00           5.00           2.0            
2241344916.0   2.70           9.00           7.0            
2241350838.0   8.20           4.00           9.0            
2241347238.0   0.40           3.00           9.0            
2241328497.0   0.30           6.00           4.0            
2241332617.0   5.20           9.00           7.0            
2241352281.0   0.80           4.00           0.0            
2241355858.0   6.80           6.00           8.0            
2241337006.0   0.40           1.00           5.0            
2241345507.0   0.40           3.00           7.0            
2241343157.0   1.00           4.00           8.0            
2241348939.0   7.00           8.00           8.0            
2241355832.0   9.90           7.00           8.0            
2241340008.0   6.20           9.00           0.0            
2241354896.0   2.50           7.00           0.0            
2241346700.0   1.60           3.00           5.0            
2241334591.0   0.20           1.00           5.0            
2241323950.0   0.50           5.00           9.0            
2241344439.0   9.20           9.00           4.0            
2241355118.0   7.40           8.00           -3.0           
2241331413.0   0.40           8.00           0.0            
2241329241.0   0.20           1.00           1.0            
2241354465.0   0.20           3.00           3.0            
2241330506.0   10.60          4.00           5.0            
2241349297.0   0.40           5.00           1.0            
2241351352.0   1.80           6.00           8.0            
2241332123.0   1.80           4.00           6.0            
2241345020.0   1.00           6.00           3.0            
2241329555.0   9.20           8.00           4.0            
2241346282.0   8.40           6.00           2.0            
2241335685.0   0.30           4.00           2.0            
2241331530.0   7.30           8.00           7.0            
2241357576.0   1.90           7.00           8.0            
2241352066.0   2.90           5.00           2.0            
2241331798.0   1.30           5.00           2.0            
2241331259.0   1.10           4.00           9.0            
2241333476.0   4.40           6.00           4.0            
2241331858.0   4.80           7.00           1.0            
2241348011.0   11.20          6.00           2.0            
2241327567.0   0.40           4.00           8.0            
2241339870.0   1.50           1.00           9.0            
2241355698.0   0.40           6.00           2.0            
2241323644.0   0.70           5.00           0.0            
2241352827.0   1.40           1.00           5.0            
2241329737.0   0.50           7.00           1.0            
2241326447.0   0.60           8.00           -5.0           
2241330565.0   1.80           4.00           0.0            
2241328622.0   1.20           6.00           6.0            
2241331447.0   3.90           6.00           9.0            
2241325996.0   0.40           2.00           7.0            
2241334491.0   8.70           8.00           6.0            
2241336319.0   1.80           4.00           5.0            
2241349980.0   2.70           9.00           2.0            
2241338677.0   0.70           6.00           7.0            
2241351220.0   1.70           5.00           9.0            
2241324980.0   5.40           1.00           2.0            
2241356083.0   1.10           5.00           7.0            
2241338869.0   1.30           5.00           9.0            
2241326133.0   0.60           6.00           7.0            
2241357174.0   0.80           3.00           0.0            
2241340789.0   1.30           9.00           6.0            
2241327775.0   9.00           5.00           1.0            
2241339417.0   1.80           5.00           4.0            
2241343000.0   3.20           2.00           3.0            
2241324533.0   3.90           9.00           0.0            
2241328784.0   2.90           7.00           2.0            
2241329025.0   0.30           9.00           5.0            
2241340477.0   0.40           6.00           0.0            
2241335951.0   1.10           5.00           6.0            
2241356027.0   1.00           6.00           0.0            
2241326870.0   1.80           5.00           5.0            
2241329968.0   0.10           6.00           1.0            
2241333382.0   2.60           7.00           6.0            
2241355811.0   3.10           1.00           8.0            
2241335915.0   5.40           2.00           9.0            
2241338439.0   1.70           3.00           -4.0           
2241342854.0   0.70           5.00           -2.0           
2241343303.0   8.10           8.00           0.0            
2241339945.0   2.40           3.00           8.0            
2241343933.0   2.00           8.00           9.0            
2241350488.0   2.90           6.00           3.0            
2241333838.0   1.10           6.00           4.0            
2241344081.0   1.40           7.00           5.0            
2241340682.0   0.40           9.00           6.0            
2241346268.0   0.30           8.00           5.0            
2241329935.0   0.90           3.00           4.0            
2241341439.0   5.50           3.00           5.0            
2241350486.0   3.80           8.00           -4.0           
2241338832.0   0.10           2.00           4.0            
2241334178.0   0.40           2.00           0.0            
2241331964.0   11.80          2.00           7.0            
2241323475.0   2.30           9.00           6.0            
2241339911.0   0.10           8.00           8.0            
2241326473.0   1.20           9.00           7.0            
2241340525.0   3.70           4.00           7.0            
2241349984.0   4.40           8.00           1.0            
2241325960.0   1.70           5.00           6.0            
2241326062.0   7.20           1.00           2.0            
2241342695.0   0.80           6.00           6.0            
2241327809.0   9.40           9.00           4.0            
2241347225.0   5.10           5.00           3.0            
2241324728.0   0.30           4.00           3.0            
2241334892.0   9.20           8.00           2.0            
2241346097.0   0.70           3.00           8.0            
2241350032.0   5.70           3.00           -1.0           
2241340917.0   10.70          5.00           -1.0           
2241347079.0   0.80           3.00           8.0            
2241335591.0   0.20           4.00           6.0            
2241337057.0   1.30           1.00           7.0            
2241344344.0   4.20           3.00           0.0            
2241334273.0   9.30           4.00           8.0            
2241350325.0   2.10           2.00           0.0            
2241339756.0   0.90           1.00           8.0            
2241328393.0   4.70           1.00           9.0            
2241331036.0   8.80           9.00           0.0            
2241350481.0   10.60          5.00           5.0            
2241357747.0   9.50           8.00           8.0            
2241347586.0   2.50           4.00           3.0            
2241326394.0   5.60           8.00           4.0            
2241339987.0   2.20           6.00           3.0            
2241342807.0   0.40           3.00           8.0            
2241337521.0   11.30          9.00           6.0            
2241357150.0   0.20           9.00           8.0            
2241330756.0   1.60           3.00           3.0            
2241336562.0   2.40           6.00           2.0            
2241351111.0   3.70           4.00           -2.0           
2241335819.0   0.50           3.00           3.0            
2241354715.0   2.20           2.00           5.0            
2241351887.0   1.30           3.00           9.0            
2241329825.0   0.80           1.00           3.0            
2241339412.0   8.30           4.00           6.0            
2241350665.0   0.10           3.00           3.0            
2241356778.0   4.60           8.00           6.0            
2241343576.0   1.10           6.00           9.0            
2241349848.0   8.30           8.00           6.0            
2241355077.0   10.40          2.00           0.0            
2241331604.0   2.40           3.00           9.0            
2241326608.0   1.40           3.00           9.0            
2241351830.0   0.20           5.00           2.0            
2241337293.0   0.60           8.00           0.0            
2241343501.0   10.90          2.00           9.0            
2241343625.0   0.80           4.00           5.0            
2241330532.0   0.30           8.00           0.0            
2241339825.0   1.40           5.00           3.0            
2241330512.0   11.20          3.00           0.0            
2241347808.0   1.10           5.00           2.0            
2241349724.0   0.50           6.00           5.0            
2241344043.0   0.20           3.00           2.0            
2241352858.0   1.00           4.00           3.0            
2241326186.0   2.70           1.00           -1.0           
2241335260.0   0.30           5.00           5.0            
2241323833.0   0.90           6.00           9.0            
2241348175.0   8.70           4.00           7.0            
2241338336.0   9.20           9.00           1.0            
2241350431.0   6.30           5.00           4.0            
2241351863.0   0.30           9.00           6.0            
2241345530.0   0.50           2.00           5.0            
2241328875.0   1.70           1.00           3.0            
2241330263.0   5.40           1.00           3.0            
2241340438.0   2.50           5.00           2.0            
2241348196.0   0.50           6.00           3.0            
2241340091.0   0.30           3.00           3.0            
2241324440.0   0.40           5.00           9.0            
2241342715.0   2.80           8.00           8.0            
2241330930.0   0.90           3.00           9.0            
2241339001.0   1.90           6.00           5.0            
2241351346.0   8.40           8.00           6.0            
2241335491.0   3.90           9.00           5.0            
2241325058.0   0.20           6.00           4.0            
2241340986.0   4.50           5.00           2.0            
2241330859.0   1.80           5.00           6.0            
2241341441.0   1.60           4.00           0.0            
2241333532.0   0.50           1.00           3.0            
2241333593.0   6.00           2.00           6.0            
2241327983.0   2.80           3.00           9.0            
2241338744.0   10.20          8.00           7.0            
2241340241.0   2.20           5.00           5.0            
2241333568.0   4.60           7.00           8.0            
2241337276.0   1.40           5.00           4.0            
2241336470.0   10.90          6.00           9.0            
2241339687.0   10.50          9.00           0.0            
2241344896.0   0.20           1.00           0.0            
2241327539.0   5.40           3.00           4.0            
2241356652.0   1.10           8.00           4.0            
2241345996.0   2.10           4.00           3.0            
2241347636.0   2.50           3.00           9.0            
2241335184.0   10.40          8.00           4.0            
2241341449.0   5.60           8.00           1.0            
2241335408.0   8.20           7.00           4.0            
2241335052.0   10.30          4.00           5.0            
2241323991.0   0.10           7.00           -3.0           
2241337235.0   3.10           7.00           8.0            
2241330164.0   1.40           4.00           5.0            
2241345672.0   3.50           5.00           9.0            
2241325063.0   0.60           9.00           6.0            
2241344599.0   6.00           3.00           9.0            
2241330974.0   2.80           6.00           1.0            
2241333616.0   11.70          9.00           2.0            
2241344002.0   4.30           5.00           -1.0           
2241348239.0   4.50           2.00           4.0            
2241325815.0   0.50           9.00           4.0            
2241349282.0   10.60          3.00           9.0            

Truck ID: Truck_3
Total Weight: 799.9000000000008
Total Profit: 1092.0
Total Penalty: -80.0
Packages: 232
Package ID     Weight         Profit         Deadline       
------------------------------------------------------------
2241357435.0   1.60           6.00           5.0            
2241339208.0   1.00           6.00           6.0            
2241331008.0   0.20           1.00           6.0            
2241341004.0   6.20           3.00           2.0            
2241324571.0   3.60           1.00           0.0            
2241351606.0   10.90          3.00           1.0            
2241337723.0   7.60           8.00           1.0            
2241345965.0   3.40           8.00           7.0            
2241352443.0   6.20           6.00           0.0            
2241354569.0   1.40           5.00           2.0            
2241340101.0   6.90           5.00           2.0            
2241324308.0   2.40           5.00           6.0            
2241340015.0   8.10           3.00           1.0            
2241326341.0   2.50           5.00           5.0            
2241341816.0   6.40           3.00           5.0            
2241329408.0   0.80           7.00           2.0            
2241328211.0   1.30           3.00           7.0            
2241334880.0   0.30           5.00           5.0            
2241346086.0   1.70           1.00           1.0            
2241337913.0   6.10           5.00           8.0            
2241332277.0   2.60           3.00           6.0            
2241354942.0   4.40           9.00           2.0            
2241354157.0   0.10           4.00           0.0            
2241324235.0   3.00           3.00           0.0            
2241356600.0   0.90           7.00           0.0            
2241332911.0   4.90           3.00           5.0            
2241339854.0   0.40           4.00           1.0            
2241345235.0   8.80           5.00           3.0            
2241325323.0   0.50           5.00           6.0            
2241331231.0   6.70           3.00           1.0            
2241353921.0   1.70           3.00           3.0            
2241344103.0   1.10           6.00           2.0            
2241343023.0   0.20           3.00           6.0            
2241357605.0   2.90           4.00           5.0            
2241347648.0   6.70           7.00           3.0            
2241334246.0   5.40           8.00           4.0            
2241351727.0   11.50          7.00           4.0            
2241338705.0   2.90           9.00           9.0            
2241354786.0   3.70           8.00           3.0            
2241328639.0   0.90           6.00           7.0            
2241350939.0   1.70           2.00           6.0            
2241350285.0   4.90           6.00           9.0            
2241332905.0   2.50           9.00           5.0            
2241323331.0   0.90           4.00           5.0            
2241342262.0   1.20           4.00           0.0            
2241345901.0   10.30          6.00           0.0            
2241330820.0   0.70           6.00           3.0            
2241343424.0   1.60           1.00           7.0            
2241339445.0   4.60           7.00           9.0            
2241326940.0   7.10           2.00           5.0            
2241338465.0   0.90           7.00           3.0            
2241353134.0   10.90          3.00           6.0            
2241340915.0   0.80           3.00           3.0            
2241350767.0   5.30           7.00           3.0            
2241353773.0   0.10           5.00           7.0            
2241330570.0   1.80           6.00           6.0            
2241326128.0   7.00           2.00           9.0            
2241323354.0   3.60           4.00           -1.0           
2241352640.0   1.20           4.00           9.0            
2241349442.0   6.20           7.00           4.0            
2241323404.0   1.30           6.00           2.0            
2241324638.0   10.10          3.00           8.0            
2241346240.0   0.50           9.00           0.0            
2241338194.0   0.40           8.00           8.0            
2241329195.0   0.30           3.00           5.0            
2241331772.0   0.70           4.00           5.0            
2241343283.0   1.60           3.00           6.0            
2241350865.0   11.40          2.00           3.0            
2241338926.0   11.90          9.00           7.0            
2241338849.0   0.30           6.00           0.0            
2241335378.0   2.30           4.00           6.0            
2241338729.0   1.90           4.00           9.0            
2241334037.0   7.30           5.00           4.0            
2241330876.0   1.20           5.00           0.0            
2241346653.0   5.70           2.00           4.0            
2241332671.0   1.70           3.00           0.0            
2241334394.0   1.30           5.00           9.0            
2241351039.0   0.40           1.00           -1.0           
2241332509.0   1.50           9.00           8.0            
2241333836.0   7.40           9.00           3.0            
2241341525.0   1.40           3.00           -2.0           
2241336708.0   0.60           5.00           3.0            
2241334982.0   0.10           5.00           6.0            
2241326569.0   9.30           1.00           6.0            
2241343799.0   1.20           5.00           6.0            
2241328467.0   2.10           6.00           -3.0           
2241337673.0   4.80           6.00           4.0            
2241354244.0   3.70           9.00           7.0            
2241328308.0   0.30           4.00           3.0            
2241352214.0   3.30           7.00           5.0            
2241323993.0   1.80           2.00           -1.0           
2241356004.0   1.90           5.00           7.0            
2241337318.0   2.00           4.00           8.0            
2241349964.0   2.60           5.00           3.0            
2241330145.0   1.30           6.00           9.0            
2241353697.0   1.00           4.00           6.0            
2241337707.0   7.60           1.00           8.0            
2241339135.0   9.90           9.00           6.0            
2241332216.0   0.10           9.00           0.0            
2241356193.0   1.50           6.00           2.0            
2241355264.0   0.30           3.00           4.0            
2241344521.0   0.60           5.00           5.0            
2241343099.0   6.10           3.00           7.0            
2241354367.0   2.40           5.00           9.0            
2241342041.0   0.50           8.00           0.0            
2241326081.0   8.00           8.00           2.0            
2241355791.0   2.20           3.00           -2.0           
2241355777.0   3.60           2.00           7.0            
2241340770.0   2.10           6.00           0.0            
2241337860.0   1.70           6.00           8.0            
2241342622.0   0.80           3.00           4.0            
2241344912.0   1.10           3.00           6.0            
2241326001.0   1.10           8.00           3.0            
2241347244.0   2.80           7.00           5.0            
2241351187.0   1.20           5.00           3.0            
2241345048.0   11.90          2.00           7.0            
2241333193.0   2.10           5.00           4.0            
2241328892.0   0.60           5.00           3.0            
2241355902.0   0.20           6.00           -4.0           
2241335194.0   1.60           3.00           5.0            
2241328553.0   1.60           7.00           6.0            
2241348208.0   4.10           1.00           8.0            
2241337117.0   1.50           5.00           1.0            
2241346620.0   0.40           6.00           7.0            
2241349857.0   3.00           6.00           2.0            
2241326037.0   1.20           8.00           9.0            
2241341131.0   9.60           4.00           1.0            
2241348547.0   2.00           3.00           8.0            
2241339089.0   7.90           4.00           1.0            
2241325052.0   0.30           5.00           9.0            
2241336006.0   9.60           9.00           9.0            
2241345433.0   0.40           5.00           1.0            
2241353705.0   10.50          6.00           7.0            
2241337997.0   0.60           3.00           8.0            
2241329119.0   3.20           7.00           -2.0           
2241351325.0   7.00           5.00           7.0            
2241351004.0   0.10           8.00           1.0            
2241329091.0   0.70           3.00           1.0            
2241356807.0   5.40           9.00           4.0            
2241334794.0   0.20           6.00           7.0            
2241344646.0   8.40           2.00           9.0            
2241356533.0   0.10           1.00           5.0            
2241325666.0   8.60           8.00           3.0            
2241338593.0   0.30           3.00           2.0            
2241335110.0   0.10           7.00           8.0            
2241345036.0   0.90           6.00           9.0            
2241350553.0   5.70           7.00           1.0            
2241337212.0   11.40          2.00           7.0            
2241341319.0   3.00           9.00           6.0            
2241330602.0   10.40          8.00           2.0            
2241353928.0   0.80           3.00           8.0            
2241342146.0   7.20           2.00           4.0            
2241340844.0   10.60          9.00           2.0            
2241343213.0   0.60           5.00           4.0            
2241328273.0   0.70           3.00           9.0            
2241354229.0   2.80           6.00           1.0            
2241356096.0   10.60          7.00           -1.0           
2241335958.0   1.00           6.00           1.0            
2241324680.0   6.70           4.00           5.0            
2241348090.0   1.70           2.00           6.0            
2241349375.0   7.20           3.00           3.0            
2241355744.0   0.20           5.00           9.0            
2241343691.0   2.60           4.00           2.0            
2241333273.0   2.10           3.00           4.0            
2241357624.0   1.00           3.00           1.0            
2241329533.0   8.90           1.00           1.0            
2241349131.0   0.10           5.00           -4.0           
2241336835.0   6.60           5.00           5.0            
2241351896.0   0.40           5.00           2.0            
2241336920.0   2.30           6.00           9.0            
2241350111.0   2.60           4.00           5.0            
2241323872.0   1.20           3.00           0.0            
2241336044.0   0.30           6.00           9.0            
2241329974.0   2.60           5.00           4.0            
2241332338.0   0.20           3.00           1.0            
2241323518.0   11.90          8.00           -3.0           
2241327867.0   1.50           3.00           5.0            
2241340367.0   2.40           5.00           3.0            
2241324194.0   0.30           4.00           -2.0           
2241330409.0   1.30           4.00           9.0            
2241338248.0   5.20           8.00           4.0            
2241356015.0   11.70          6.00           8.0            
2241350526.0   0.60           5.00           0.0            
2241336863.0   8.00           9.00           5.0            
2241346595.0   0.30           5.00           3.0            
2241344905.0   2.20           4.00           0.0            
2241343370.0   0.60           6.00           6.0            
2241334726.0   5.80           8.00           5.0            
2241326293.0   2.90           3.00           -1.0           
2241340322.0   0.90           7.00           8.0            
2241327179.0   1.10           9.00           1.0            
2241352530.0   0.20           5.00           8.0            
2241332917.0   0.60           8.00           8.0            
2241333659.0   0.80           5.00           5.0            
2241323159.0   10.10          6.00           3.0            
2241357356.0   0.90           8.00           9.0            
2241329460.0   2.60           7.00           8.0            
2241343775.0   0.20           3.00           3.0            
2241343353.0   11.80          9.00           3.0            
2241353151.0   3.40           1.00           1.0            
2241351959.0   3.40           2.00           3.0            
